iter	Passed	Remaining
638	951	537
639	952	535
640	953	533
641	953	531
642	954	530
643	955	528
644	956	526
645	957	524
646	959	523
647	959	521
648	960	519
649	961	517
650	962	515
651	963	514
652	964	512
653	964	510
654	965	508
655	966	506
656	967	505
657	968	503
658	969	501
659	969	499
660	970	497
661	972	496
662	973	495
663	974	493
664	975	491
665	976	489
666	977	488
667	978	486
668	979	484
669	980	482
670	981	481
671	982	479
672	983	477
673	984	476
674	985	474
675	986	472
676	987	470
677	988	469
678	989	467
679	989	465
680	990	464
681	991	462
682	992	460
683	993	458
684	994	457
685	994	455
686	995	453
687	996	451
688	997	450
689	998	448
690	999	446
691	999	445
692	1000	443
693	1001	441
694	1003	440
695	1004	438
696	1004	436
697	1005	435
698	1006	433
699	1007	431
700	1008	430
701	1009	428
702	1009	426
703	1010	424
704	1011	423
705	1012	421
706	1013	419
707	1014	418
708	1015	416
709	1015	414
710	1016	413
711	1018	411
712	1018	410
713	1019	408
714	1020	406
715	1021	405
716	1022	403
717	1023	401
718	1024	400
719	1025	398
720	1026	397
721	1027	395
722	1027	393
723	1028	392
724	1029	390
725	1030	388
726	1031	387
727	1033	386
728	1034	384
729	1035	382
730	1035	381
731	1036	379
732	1037	377
733	1038	376
734	1039	374
735	1040	373
736	1041	371
737	1042	369
738	1042	368
739	1043	366
740	1044	365
741	1045	363
742	1048	362
743	1049	361
744	1050	359
745	1051	358
746	1052	356
747	1053	354
748	1054	353
749	1055	351
750	1056	350
751	1057	348
752	1058	347
753	1059	345
754	1060	344
755	1060	342
756	1062	341
757	1063	339
758	1064	337
759	1065	336
760	1066	334
761	1067	333
762	1067	331
763	1068	330
764	1069	328
765	1070	327
766	1071	325
767	1072	324
768	1073	322
769	1081	323
770	1082	321
771	1084	320
772	1085	318
773	1086	317
774	1087	315
775	1088	314
776	1089	312
777	1089	311
778	1090	309
779	1092	308
780	1094	306
781	1095	305
782	1096	304
783	1098	302
784	1099	301
785	1100	299
786	1101	298
787	1101	296
788	1102	294
789	1103	293
790	1104	291
791	1105	290
792	1106	288
793	1107	287
794	1108	285
795	1109	284
796	1111	282
797	1112	281
798	1113	280
799	1114	278
800	1115	277
801	1116	275
802	1117	274
803	1118	272
804	1119	271
805	1120	269
806	1124	268
807	1125	267
808	1127	266
809	1128	264
810	1130	263
811	1131	261
812	1132	260
813	1133	258
814	1134	257
815	1135	256
816	1139	255
817	1140	253
818	1142	252
819	1143	251
820	1144	249
821	1145	248
822	1146	246
823	1147	245
824	1148	243
825	1149	242
826	1150	240
827	1154	239
828	1156	238
829	1157	237
830	1158	235
831	1159	234
832	1160	232
833	1161	231
834	1162	229
835	1163	228
836	1164	226
837	1167	225
838	1168	224
839	1170	222
840	1171	221
841	1173	220
842	1175	218
843	1176	217
844	1177	215
845	1178	214
846	1179	212
847	1179	211
848	1181	210
849	1183	208
850	1184	207
851	1185	205
852	1187	204
853	1188	203
854	1189	201
855	1189	200
856	1191	198
857	1192	197
858	1193	195
859	1193	194
860	1194	192
861	1197	191
862	1198	190
863	1199	188
864	1200	187
865	1201	185
866	1202	184
867	1203	183
868	1204	181
869	1205	180
870	1206	178
871	1207	177
872	1208	175
873	1209	174
874	1210	172
875	1212	171
876	1213	170
877	1214	168
878	1215	167
879	1216	165
880	1217	164
881	1218	163
882	1219	161
883	1220	160
884	1221	158
885	1222	157
886	1223	155
887	1224	154
888	1225	153
889	1230	152
890	1231	150
891	1232	149
892	1233	147
893	1234	146
894	1236	145
895	1237	143
896	1238	142
897	1239	140
898	1243	139
899	1245	138
900	1246	136
901	1247	135
902	1249	134
903	1269	134
904	1271	133
905	1273	132
906	1274	130
907	1275	129
908	1276	127
909	1277	126
910	1278	124
911	1279	123
912	1280	121
913	1280	120
914	1281	119
915	1282	117
916	1283	116
917	1284	114
918	1285	113
919	1289	112
920	1290	110
921	1291	109
922	1292	107
923	1293	106
924	1295	105
925	1297	103
926	1298	102
927	1299	100
928	1300	99
929	1301	97
930	1302	96
931	1303	95
932	1304	93
933	1305	92
934	1306	90
935	1307	89
936	1308	87
937	1308	86
938	1309	85
939	1310	83
940	1311	82
941	1312	80
942	1313	79
943	1314	77
944	1315	76
945	1316	75
946	1317	73
947	1318	72
948	1319	70
949	1320	69
950	1321	68
951	1322	66
952	1323	65
953	1323	63
954	1324	62
955	1325	61
956	1326	59
957	1327	58
958	1328	56
959	1329	55
960	1330	54
961	1333	52
962	1334	51
963	1335	49
964	1336	48
965	1337	47
966	1338	45
967	1339	44
968	1340	42
969	1341	41
970	1341	40
971	1342	38
972	1343	37
973	1344	35
974	1346	34
975	1348	33
976	1349	31
977	1350	30
978	1351	28
979	1352	27
980	1353	26
981	1353	24
982	1354	23
983	1355	22
984	1356	20
985	1357	19
986	1358	17
987	1359	16
988	1360	15
989	1361	13
990	1362	12
991	1363	10
992	1364	9
993	1365	8
994	1366	6
995	1366	5
996	1367	4
997	1368	2
998	1369	1
999	1370	0
